FeatureName,Region,NGR,East,North,Lat,Long,LatLong,TreatmentOfRemains,MNIWithinDeposit,SexOfIndsWithin Deposit,AgeOfFindsWithinDeposit,ArtefactsInDepositList,SexSingleDeposits,AgeSingleDeposits,ArtefactsSingleDeposits,SexGroupDeposits,AgeGroupDeposits,ArtefactsGroupDeposits,SitesWithUnknownSex,TerminusPostQuemBC,TerminusAnteQuemBC,MedianBC,DecadeOfExcavation
"Low Hills round barrow (Easington), cist 2",County Durham,NZ413415,441300.0,541500.0,54.766738,-1.3596259,"54.766738,-1.3596259",Uncremated remains,N/a,N/a,N/a,,,,,,,,N/a,2300.0,1700.0,2000.0,1900.0
"Low Hills round barrow (Easington), cist 3",County Durham,NZ413415,441300.0,541500.0,54.766738,-1.3596259,"54.766738,-1.3596259",Uncremated remains,N/a,N/a,N/a,,,,,,,,N/a,2300.0,1700.0,2000.0,1900.0
"Low Shield Green Crag barrow, cremation 1",Northumberland,NY8879,388000.0,579000.0,55.105263,-2.1896171,"55.105263,-2.1896171",Cremation,N/a,N/a,N/a,Urn,,,,,,,N/a,2000.0,,2000.0,1880.0
"Low Shield Green Crag barrow, cremation 2",Northumberland,NY8879,388000.0,579000.0,55.105263,-2.1896171,"55.105263,-2.1896171",Cremation,N/a,N/a,N/a,Urn,,,,,,,N/a,2000.0,,2000.0,1880.0
Low Trewhitt North Moor cist 1,Northumberland,NU001047,400100.0,604700.0,55.336346,-1.9999717,"55.336346,-1.9999717",Uncremated remains,N/a,N/a,N/a,Beaker,,,,,,,N/a,2300.0,1800.0,2050.0,1900.0
Low Trewhitt North Moor cist 2,Northumberland,NU001047,400100.0,604700.0,55.336346,-1.9999717,"55.336346,-1.9999717",Uncremated remains,1.0,Indet.,Child,"Pottery,Flint flakes",Indet.,Child,"Pottery, Flint flakes",,,,Indet.,2300.0,1800.0,2050.0,1900.0
Low Trewhitt North Moor cist 3,Northumberland,NU001047,400100.0,604700.0,55.336346,-1.9999717,"55.336346,-1.9999717",Uncremated remains,N/a,Indet.,Indet.,,,,,,,,Indet.,2300.0,1750.0,2025.0,1900.0
"Lowstead Ground cist, Howick",Northumberland,NU245175,424500.0,617500.0,55.450754,-1.6142084,"55.450754,-1.6142084",Crouched burial,1.0,Indet.,Indet.,Urn,Indet.,Indet.,Urn,,,,Indet.,2300.0,1750.0,2025.0,1830.0
Middle Gunnar Peak cremation deposit 1,Northumberland,NY91507500,391500.0,575000.0,55.069392,-2.1346398,"55.069392,-2.1346398",Cremation,1.0,Indet.,Child,"Cordoned urn,Bone knife",Indet.,Child,"Cordoned urn, Bone knife",,,,Indet.,1800.0,1500.0,1650.0,1970.0
Middle Gunnar Peak cremation deposit 2,Northumberland,NY91507500,391500.0,575000.0,55.069392,-2.1346398,"55.069392,-2.1346398",Cremation,1.0,Indet.,Child,Urn,Indet.,Child,Urn,,,,Indet.,1800.0,1500.0,1650.0,1970.0
Millfield North henge ditch,Northumberland,NT934348,393400.0,634800.0,55.606762,-2.1063200,"55.606762,-2.1063200",Cremation,Indet.,Indet.,Indet.,,,,,,,,Indet.,2350.0,1900.0,2125.0,1970.0
Millfield North henge pit A cist,Northumberland,NT934348,393400.0,634800.0,55.606762,-2.1063200,"55.606762,-2.1063200",Uncremated remains,N/a,N/a,N/a,,,,,,,,N/a,2300.0,1750.0,2025.0,1970.0
Millfield North henge pit B (probable grave),Northumberland,NT934348,393400.0,634800.0,55.606762,-2.1063200,"55.606762,-2.1063200",Uncremated remains,N/a,N/a,N/a,Flint scraper,,,,,,,N/a,2100.0,1800.0,1950.0,1970.0
Millfield North henge pit C (probable grave),Northumberland,NT934348,393400.0,634800.0,55.606762,-2.1063200,"55.606762,-2.1063200",Uncremated remains,N/a,N/a,N/a,Beaker,,,,,,,N/a,2050.0,1850.0,1950.0,1970.0
Millfield North henge pit D (probable grave),Northumberland,NT934348,393400.0,634800.0,55.606762,-2.1063200,"55.606762,-2.1063200",Uncremated remains,N/a,N/a,N/a,,,,,,,,N/a,,,,1970.0
Millstone Hill kerbed cairn c1 cremation deposit,Northumberland,NU088261,408800.0,626100.0,55.528559,-1.8621548,"55.528559,-1.8621548",Cremation,1.0,Indet.,Adult,Cinerary urn,Indet.,Adult,Cinerary urn,,,,Indet.,2000.0,,2000.0,1970.0
Millstone Hill kerbed cairn c2 cremation deposit,Northumberland,NU088261,408800.0,626100.0,55.528559,-1.8621548,"55.528559,-1.8621548",Cremation,1.0,Indet.,Adolescent,,Indet.,Adolescent,,,,,Indet.,2000.0,,2000.0,1970.0
Millstone Hill kerbed cairn c3 cremation deposit,Northumberland,NU088261,408800.0,626100.0,55.528559,-1.8621548,"55.528559,-1.8621548",Cremation,Indet.,Indet.,Indet.,,,,,,,,Indet.,2000.0,,2000.0,1970.0
Murton Moor round barrow,County Durham,NZ38184600,438180.0,546000.0,54.807421,-1.4075242,"54.807421,-1.4075242",Cremation,N/a,N/a,N/a,"Flint knife,Flint scraper,Flint flakes",,,,,,,N/a,2200.0,1500.0,1850.0,1910.0
North Charlton cist 1,Northumberland,NU1722,417000.0,622000.0,55.491505,-1.7325083,"55.491505,-1.7325083",Uncremated remains,N/a,N/a,N/a,,,,,,,,N/a,2300.0,1750.0,2025.0,1820.0
North Charlton cist 2,Northumberland,NU1722,417000.0,622000.0,55.491505,-1.7325083,"55.491505,-1.7325083",Uncremated remains,1.0,N/a,N/a,Bronze dagger,N/a,N/a,Bronze dagger,,,,N/a,2200.0,1950.0,2075.0,1820.0
North Hazelrigg cist,Northumberland,NU06053345,406050.0,633450.0,55.594642,-1.9055600,"55.594642,-1.9055600",Uncremated remains,N/a,N/a,N/a,Beaker,,,,,,,N/a,2300.0,2200.0,2250.0,1970.0
Pace Hill (Crookham) cist 1,Northumberland,NT913375,391300.0,637500.0,55.630989,-2.1397389,"55.630989,-2.1397389",Uncremated remains,N/a,N/a,N/a,,,,,,,,N/a,2300.0,1750.0,2025.0,1980.0
Pace Hill (Crookham) cist 2,Northumberland,NT913375,391300.0,637500.0,55.630989,-2.1397389,"55.630989,-2.1397389",Uncremated remains,N/a,N/a,N/a,,,,,,,,N/a,2300.0,1750.0,2025.0,1980.0
Pace Hill (Crookham) cist 3,Northumberland,NT913375,391300.0,637500.0,55.630989,-2.1397389,"55.630989,-2.1397389",Uncremated remains,N/a,N/a,N/a,,,,,,,,N/a,2300.0,1750.0,2025.0,1980.0
Pace Hill (Crookham) pit,Northumberland,NT913375,391300.0,637500.0,55.630989,-2.1397389,"55.630989,-2.1397389",Uncremated remains,N/a,N/a,N/a,Beaker,,,,,,,N/a,2200.0,2000.0,2100.0,1980.0
Pace Hill (Crookham) unknown feature,Northumberland,NT913375,391300.0,637500.0,55.630989,-2.1397389,"55.630989,-2.1397389",Cremation,N/a,N/a,N/a,"Urn,Jet necklace",,,,,,,N/a,2150.0,1750.0,1950.0,1860.0
Pitland Hills barrow 1 cist 1,Northumberland,NY8879,388000.0,579000.0,55.105263,-2.1896171,"55.105263,-2.1896171",Crouched burial,1.0,Possible Male,Adult,Food Vessel,Possible Male,Adult,Food Vessel,,,,,2150.0,1750.0,1950.0,1880.0
Pitland Hills barrow 1 cist 2,Northumberland,NY8879,388000.0,579000.0,55.105263,-2.1896171,"55.105263,-2.1896171",Uncremated remains,N/a,N/a,N/a,,,,,,,,N/a,2300.0,1750.0,2025.0,1880.0
Pitland Hills barrow 1 cremation 2,Northumberland,NY8879,388000.0,579000.0,55.105263,-2.1896171,"55.105263,-2.1896171",Cremation,N/a,Indet.,Indet.,,,,,,,,Indet.,2000.0,,2000.0,1880.0
Pitland Hills barrow 1 cremation deposit 1,Northumberland,NY8879,388000.0,579000.0,55.105263,-2.1896171,"55.105263,-2.1896171",Cremation,1.0,Indet.,Child,Urn,Indet.,Child,Urn,,,,Indet.,2000.0,,2000.0,1880.0
Pitland Hills barrow 2 pit,Northumberland,NY8879,388000.0,579000.0,55.105263,-2.1896171,"55.105263,-2.1896171",Cremation,N/a,Indet.,Indet.,"Cinerary urn,Accessory Vessel",,,,,,,Indet.,2000.0,,2000.0,1880.0
Pitland Hills barrow 3 grave,Northumberland,NY8879,388000.0,579000.0,55.105263,-2.1896171,"55.105263,-2.1896171",Crouched burial,1.0,Possible Male,Adult,,Possible Male,Adult,,,,,,2300.0,1750.0,2025.0,1880.0
Plessy Mill cremation deposit 1,Northumberland,NZ241793,424100.0,579300.0,55.107526,-1.6237894,"55.107526,-1.6237894",Cremation,N/a,Indet.,Indet.,Collared urn,,,,,,,Indet.,2000.0,1500.0,1750.0,
Plessy Mill cremation deposit 2,Northumberland,NZ241793,424100.0,579300.0,55.107526,-1.6237894,"55.107526,-1.6237894",Cremation,N/a,Indet.,Indet.,Food Vessel,,,,,,,Indet.,2150.0,1750.0,1950.0,
Plessy Mill cremation deposit 3,Northumberland,NZ241793,424100.0,579300.0,55.107526,-1.6237894,"55.107526,-1.6237894",Cremation,N/a,Indet.,Indet.,Food Vessel,,,,,,,Indet.,2150.0,1750.0,1950.0,
Ravensheugh cairn 2 cist (Dixon Spital Hill/Simonside Hills burial no. 10),Northumberland,NZ015989,401500.0,598900.0,55.284227,-1.9779302,"55.284227,-1.9779302",Uncremated remains,N/a,N/a,N/a,,,,,,,,N/a,2300.0,1750.0,2025.0,1880.0
Rayheugh cairn 1 cist,Northumberland,NU116268,411600.0,626800.0,55.534791,-1.8177708,"55.534791,-1.8177708",Crouched burial,1.0,Indet.,Adult,Beaker,Indet.,Adult,Beaker,,,,Indet.,2300.0,2100.0,2200.0,1860.0
Rayheugh cairn 2 burial,Northumberland,NU117267,411700.0,626700.0,55.533890,-1.8161906,"55.533890,-1.8161906",Uncremated remains,N/a,N/a,N/a,,,,,,,,N/a,2450.0,1700.0,2075.0,1860.0
Rayheugh cairn 3 cist,Northumberland,NU118267,411800.0,626700.0,55.533888,-1.8146063,"55.533888,-1.8146063",Uncremated remains,N/a,N/a,N/a,,,,,,,,N/a,2300.0,1750.0,2025.0,1860.0
Rayheugh cairn 4 cist,Northumberland,NU118264,411800.0,626400.0,55.531192,-1.8146190,"55.531192,-1.8146190",Uncremated remains,N/a,Indet.,Indet.,,,,,,,,Indet.,2300.0,1750.0,2025.0,1860.0
Reaverhill Farm cist,Northumberland,NY907737,390700.0,573700.0,55.057695,-2.1471242,"55.057695,-2.1471242",Uncremated remains,1.0,Male,Adult,Bronze dagger,Male,Adult,Bronze dagger,,,,,2135.0,1950.0,2042.0,1960.0
Rosebrough Moor cairn 1 cist ,Northumberland,NU118260,411800.0,626000.0,55.527598,-1.8146358,"55.527598,-1.8146358",Crouched burial,1.0,Indet.,Adult,Beaker,Indet.,Adult,Beaker,,,,Indet.,2300.0,2100.0,2200.0,1870.0
Rosebrough Moor cairn 1 cremation deposit 1 ,Northumberland,NU118260,411800.0,626000.0,55.527598,-1.8146358,"55.527598,-1.8146358",Multiple cremation,2.0,Multiple,Adult,"Food Vessel,Flint knife",,,"Food Vessel, Flint knife",Possible Female + Indet.,Adult,,,1950.0,1700.0,1825.0,1870.0
Rosebrough Moor cairn 2 cremation deposit 1,Northumberland,NU1326,413000.0,626000.0,55.527568,-1.7956270,"55.527568,-1.7956270",Cremation,1.0,Indet.,Adult,"Collared urn,Bone pin",Indet.,Adult,"Collared urn, Bone pin",,,,Indet.,2000.0,1500.0,1750.0,1870.0
Rosebrough Moor cairn 3 burial,Northumberland,NU1326,413000.0,626000.0,55.527568,-1.7956270,"55.527568,-1.7956270",Crouched burial,N/a,N/a,N/a,,,,,,,,N/a,,,,1870.0
Roseden Edge burial,Northumberland,NU0221 (see note),402000.0,621000.0,55.482807,-1.9699092,"55.482807,-1.9699092",Uncremated remains,N/a,Indet.,Indet.,Food Vessel,,,,,,,Indet.,2150.0,1750.0,1950.0,1830.0
Roseden Edge cremation deposit,Northumberland,NU0221 (see note),402000.0,621000.0,55.482807,-1.9699092,"55.482807,-1.9699092",Cremation,N/a,Indet.,Indet.,Accessory Vessel,,,,,,,Indet.,2000.0,1500.0,1750.0,1830.0
Sacriston,County Durham,NZ23814767,423810.0,547670.0,54.823313,-1.6309477,"54.823313,-1.6309477",Crouched burial,N/a,N/a,N/a,Beaker,,,,,,,N/a,2300.0,2100.0,2200.0,1880.0
Sandyford Park cist,Northumberland,Unknown,,,,,,Crouched burial,1.0,Possible Male,Adult,Food Vessel,Possible Male,Adult,Food Vessel,,,,,2150.0,1750.0,1950.0,1820.0
Seafield Farm cist 1,Northumberland,NU 21603202,421600.0,632000.0,55.581176,-1.6589325,"55.581176,-1.6589325",Crouched burial,1.0,Possible Male,Adult,Food Vessel,Possible Male,Adult,Food Vessel,,,,,2150.0,1750.0,1950.0,1900.0
Seafield Farm cist 2,Northumberland,NU 21603202,421600.0,632000.0,55.581176,-1.6589325,"55.581176,-1.6589325",Crouched burial,N/a,N/a,N/a,Food Vessel,,,,,,,N/a,2150.0,1750.0,1950.0,1900.0
Seafield Farm cist 3,Northumberland,NU 21603202,421600.0,632000.0,55.581176,-1.6589325,"55.581176,-1.6589325",Crouched burial,N/a,N/a,N/a,Food Vessel,,,,,,,N/a,2150.0,1750.0,1950.0,1900.0
Seafield Farm cist 4,Northumberland,NU 21603202,421600.0,632000.0,55.581176,-1.6589325,"55.581176,-1.6589325",Uncremated remains,N/a,N/a,N/a,,,,,,,,N/a,2300.0,1700.0,2000.0,1900.0
Seafield Farm cist 5,Northumberland,NU 21603202,421600.0,632000.0,55.581176,-1.6589325,"55.581176,-1.6589325",Uncremated remains,N/a,N/a,N/a,,,,,,,,N/a,2300.0,1700.0,2000.0,1900.0
Seafield Farm cist 6,Northumberland,NU 21603202,421600.0,632000.0,55.581176,-1.6589325,"55.581176,-1.6589325",Crouched burial,1.0,N/a,Adolescent,Beaker,N/a,Adolescent,Beaker,,,,N/a,2200.0,2050.0,2125.0,1900.0
Seafield Farm grave 1,Northumberland,NU 21603202,421600.0,632000.0,55.581176,-1.6589325,"55.581176,-1.6589325",Uncremated remains,N/a,N/a,N/a,,,,,,,,N/a,2300.0,1700.0,2000.0,1900.0
Seghill cist,Northumberland,NZ2874,428000.0,574000.0,55.059698,-1.5631809,"55.059698,-1.5631809",Uncremated remains,1.0,Indet.,Indet.,Battle Axe,Indet.,Indet.,Battle Axe,,,,Indet.,1900.0,1700.0,1800.0,1860.0
Shipley cist,Northumberland,NU145165,414500.0,616500.0,55.442165,-1.7723582,"55.442165,-1.7723582",Crouched burial,1.0,Female,Adult,"Beaker,Red ochre",Female,Adult,"Beaker, Red ochre",,,,,2200.0,2050.0,2125.0,1950.0
Smalesmouth cist,Northumberland,NY731858,373100.0,585800.0,55.165778,-2.4237912,"55.165778,-2.4237912",Uncremated remains,1.0,Indet.,Indet.,Beaker,Indet.,Indet.,Beaker,,,,Indet.,2200.0,2100.0,2150.0,1860.0
South Charlton cairn cist (Hodgson's 'primary interment'),Northumberland,NU157200,415700.0,620000.0,55.473577,-1.7531945,"55.473577,-1.7531945",Uncremated remains,N/a,N/a,N/a,Flint flakes,,,,,,,N/a,2300.0,1750.0,2025.0,1910.0
South Charlton cairn deposit 1 pit,Northumberland,NU157200,415700.0,620000.0,55.473577,-1.7531945,"55.473577,-1.7531945",Unclear,N/a,N/a,N/a,Food Vessel,,,,,,,N/a,,,,1910.0
South Charlton cairn deposit 10 cist,Northumberland,NU157200,415700.0,620000.0,55.473577,-1.7531945,"55.473577,-1.7531945",Uncremated remains,N/a,Indet.,Indet.,Food Vessel,,,,,,,Indet.,2150.0,1750.0,1950.0,1910.0
South Charlton cairn deposit 11 cist,Northumberland,NU157200,415700.0,620000.0,55.473577,-1.7531945,"55.473577,-1.7531945",Uncremated remains,N/a,N/a,N/a,,,,,,,,N/a,2300.0,1750.0,2025.0,1910.0
South Charlton cairn deposit 2 pit,Northumberland,NU157200,415700.0,620000.0,55.473577,-1.7531945,"55.473577,-1.7531945",Cremation,N/a,Indet.,Indet.,Food Vessel,,,,,,,Indet.,2000.0,1700.0,1850.0,1910.0
South Charlton cairn deposit 3 pit,Northumberland,NU157200,415700.0,620000.0,55.473577,-1.7531945,"55.473577,-1.7531945",Cremation,N/a,Indet.,Indet.,Food Vessel,,,,,,,Indet.,2000.0,1700.0,1850.0,1910.0
South Charlton cairn deposit 4,Northumberland,NU157200,415700.0,620000.0,55.473577,-1.7531945,"55.473577,-1.7531945",Cremation,N/a,Indet.,Indet.,"Collared urn,Accessory Vessel",,,,,,,Indet.,2000.0,1500.0,1750.0,1910.0
South Charlton cairn deposit 5,Northumberland,NU157200,415700.0,620000.0,55.473577,-1.7531945,"55.473577,-1.7531945",Cremation,N/a,Indet.,Indet.,,,,,,,,Indet.,2000.0,,2000.0,1910.0
South Charlton cairn deposit 6,Northumberland,NU157200,415700.0,620000.0,55.473577,-1.7531945,"55.473577,-1.7531945",Cremation,N/a,Indet.,Indet.,Food Vessel,,,,,,,Indet.,2000.0,,2000.0,1910.0
South Charlton cairn deposit 7,Northumberland,NU157200,415700.0,620000.0,55.473577,-1.7531945,"55.473577,-1.7531945",Unclear,N/a,N/a,N/a,Food Vessel,,,,,,,N/a,2150.0,1750.0,1950.0,1910.0
South Charlton cairn deposit 8,Northumberland,NU157200,415700.0,620000.0,55.473577,-1.7531945,"55.473577,-1.7531945",Cremation,N/a,Indet.,Indet.,Food Vessel,,,,,,,Indet.,2150.0,1750.0,1950.0,1910.0
South Charlton cairn deposit 9,Northumberland,NU157200,415700.0,620000.0,55.473577,-1.7531945,"55.473577,-1.7531945",Cremation,N/a,Indet.,Indet.,Food Vessel,,,,,,,Indet.,2150.0,1750.0,1950.0,1910.0
Spital Hill cairn 1 cist (Dixon Spital Hill burial no.1),Northumberland,NZ020992,402000.0,599200.0,55.286921,-1.9700563,"55.286921,-1.9700563",Cremation,N/a,Indet.,Indet.,Urn,,,,,,,Indet.,2150.0,1500.0,1825.0,1880.0
Spital Hill cairn 2 cist (Dixon Spital Hill burial no.2),Northumberland,NZ018990 ,401800.0,599000.0,55.285125,-1.9732065,"55.285125,-1.9732065",Crouched burial,1.0,Male,Adult,,Male,Adult,,,,,,2300.0,1750.0,2025.0,1880.0
Spital Hill cairn 3 cist 1 (Dixon Spital Hill burial no. 3),Northumberland,NZ026998,402600.0,599800.0,55.292310,-1.9606041,"55.292310,-1.9606041",Uncremated remains,N/a,N/a,N/a,,,,,,,,N/a,2300.0,1700.0,2000.0,1880.0
Spital Hill cairn 4 cist 1 (Dixon Spital Hill burial no. 4),Northumberland,NZ0299 ,402000.0,599000.0,55.285124,-1.9700576,"55.285124,-1.9700576",Uncremated remains,N/a,Indet.,Indet.,,,,,,,,Indet.,2300.0,1700.0,2000.0,1880.0
Spital Hill cairn 5 deposit 1 (Dixon Spital Hill burial no.5),Northumberland,NZ0299 ,402000.0,599000.0,55.285124,-1.9700576,"55.285124,-1.9700576",Cremation,N/a,Indet.,Indet.,Food Vessel,,,,,,,Indet.,2000.0,1700.0,1850.0,1880.0
Spital Hill cairn 6 cist 1 (Dixon Spital Hill burial no. 6),Northumberland,NZ0299 ,402000.0,599000.0,55.285124,-1.9700576,"55.285124,-1.9700576",Uncremated remains,N/a,N/a,N/a,,,,,,,,N/a,2300.0,1700.0,2000.0,1880.0
Spital Hill cairn 7 cist 1 (Dixon Spital Hill burial no. 7),Northumberland,NZ0299 ,402000.0,599000.0,55.285124,-1.9700576,"55.285124,-1.9700576",Uncremated remains,N/a,N/a,N/a,,,,,,,,N/a,2300.0,1700.0,2000.0,1880.0
Spital Hill cairn 7 cist 2 (Dixon Spital Hill burial no. 7),Northumberland,NZ0299 ,402000.0,599000.0,55.285124,-1.9700576,"55.285124,-1.9700576",Multiple cremation,Indet.,Indet.,Indet.,,,,,,,,Indet.,2300.0,1700.0,2000.0,1880.0
Spital Hill cairn 7 cremation deposit 1 (Dixon Spital Hill burial no. 7),Northumberland,NZ0299 ,402000.0,599000.0,55.285124,-1.9700576,"55.285124,-1.9700576",Cremation,Indet.,Indet.,Indet.,"Food Vessel,Flint knife",,,,,,,Indet.,2000.0,1500.0,1750.0,1880.0
Spital Hill cairn 8 cist 1 (Dixon Spital Hills burial no. 8),Northumberland,NZ0299 ,402000.0,598000.0,55.276139,-1.9700643,"55.276139,-1.9700643",Uncremated remains,N/a,N/a,N/a,,,,,,,,N/a,2300.0,1700.0,2000.0,1880.0
Spital Hill cairn 8 cist 2  (Dixon Spital Hill burial no. 8),Northumberland,NZ0298,402000.0,598000.0,55.276139,-1.9700643,"55.276139,-1.9700643",Cremation,N/a,Indet.,Indet.,,,,,,,,Indet.,2300.0,1700.0,2000.0,1880.0
Steeple Hill cist ,Tyne and Wear,NZ383529,438300.0,552900.0,54.869414,-1.4047461,"54.869414,-1.4047461",Inhumation and Cremation,2.0,Multiple,Multiple age groups,Food Vessel,,,Food Vessel,Male + Indet.,Adult + Juvenile,,,2150.0,1750.0,1950.0,1870.0
Steeple Hill grave with stone settings,Tyne and Wear,NZ383529,438300.0,552900.0,54.869414,-1.4047461,"54.869414,-1.4047461",Crouched burial,1.0,Possible Female,Senior,,Possible Female,Senior,,,,,,2450.0,1700.0,2075.0,1870.0
Summerhill (Blaydon) cist 1,Tyne and Wear,NZ17716351,417710.0,563510.0,54.965905,-1.7249189,"54.965905,-1.7249189",Crouched burial,1.0,Female,Adult,Beaker,Female,Adult,Beaker,,,,,2200.0,2100.0,2150.0,1930.0
Summerhill (Blaydon) cist 2,Tyne and Wear,NZ17506339,417500.0,563390.0,54.964834,-1.7282061,"54.964834,-1.7282061",Crouched burial,1.0,Male,Adult,Flint knife,Male,Adult,Flint knife,,,,,2300.0,1750.0,2025.0,1930.0
Summerhill (Blaydon) cist 3,Tyne and Wear,NZ17486340,417480.0,563400.0,54.964925,-1.7285179,"54.964925,-1.7285179",Crouched burial,2.0,Indet.,Adult,Food Vessel,,,Food Vessel,Indet.,Adult,,Indet.,2150.0,1750.0,1950.0,1930.0
Summerhill (Blaydon) cist 4,Tyne and Wear,NZ17476341,417470.0,563410.0,54.965015,-1.7286735,"54.965015,-1.7286735",Crouched burial,2.0,Multiple,Adolescent,Beaker,,,,Female + Indet.,Adolescent,Beaker,,2250.0,1950.0,2100.0,1930.0
The Sneep cist,Northumberland,NY792885 ,379200.0,588500.0,55.190335,-2.3282407,"55.190335,-2.3282407",Crouched burial,1.0,Female,Adult,"Beaker,Flint flakes",Female,Adult,"Beaker, Flint flakes",,,,,2300.0,2100.0,2200.0,1880.0
Tom Tallon's Grave cist,Northumberland,NT932280 ,393200.0,628000.0,55.545659,-2.1093242,"55.545659,-2.1093242",Crouched burial,1.0,Indet.,Indet.,Food Vessel,Indet.,Indet.,Food Vessel,,,,Indet.,2150.0,1750.0,1950.0,1850.0
Trow Rocks cist,Tyne and Wear,NZ384667,438400.0,566700.0,54.993410,-1.4013500,"54.993410,-1.4013500",Crouched burial,1.0,Possible Male,Adult,Flint knife,Possible Male,Adult,Flint knife,,,,,2300.0,1750.0,2025.0,1870.0
Turf Knowe North central cist,Northumberland,NU006157 ,400600.0,615700.0,55.435187,-1.9920704,"55.435187,-1.9920704",Cremation,1.0,Female,Adult,"Food Vessel,Jet beads,Flint flakes",Female,Adult,"Food Vessel, Jet beads, Flint flakes",,,,,1750.0,1530.0,1640.0,1990.0
Turf Knowe North central cist,Northumberland,NU006157 ,400600.0,615700.0,55.435187,-1.9920704,"55.435187,-1.9920704",Multiple cremation,2.0,Indet.,Multiple age groups,,,,,Indet.,Adult + Juvenile,,Indet.,1940.0,1680.0,1810.0,1990.0
Turf Knowe North cremation insertion 1,Northumberland,NU006157 ,400600.0,615700.0,55.435187,-1.9920704,"55.435187,-1.9920704",Multiple cremation,2.0,Indet.,Multiple age groups,Urn,,,Urn,Indet.,Adult + Juvenile,,Indet.,2000.0,1750.0,1875.0,1990.0
Turf Knowe North cremation insertion 2,Northumberland,NU006157 ,400600.0,615700.0,55.435187,-1.9920704,"55.435187,-1.9920704",Multiple cremation,2.0,Multiple,Multiple age groups,Bone pin,,,,Male + Indet.,Adult + Juvenile,Bone pin,,1880.0,1620.0,1750.0,1990.0
Turf Knowe North cremation insertion 3,Northumberland,NU006157 ,400600.0,615700.0,55.435187,-1.9920704,"55.435187,-1.9920704",Cremation,1.0,Possible Female,Adolescent,,Possible Female,Adolescent,,,,,,2130.0,1880.0,2005.0,1990.0
Turf Knowe North cremation pyre debris insertion 1,Northumberland,NU006157 ,400600.0,615700.0,55.435187,-1.9920704,"55.435187,-1.9920704",Multiple cremation,2.0,Multiple,Multiple age groups,Bone pin,,,,Possible Male + Possible Juvenile Female,Adult + Juvenile,Bone pin,,1880.0,1620.0,1750.0,1990.0
Turf Knowe North cremation pyre debris insertion 2,Northumberland,NU006157 ,400600.0,615700.0,55.435187,-1.9920704,"55.435187,-1.9920704",Cremation,1.0,Indet.,Adult,,Indet.,Adult,,,,,Indet.,2130.0,1880.0,2005.0,1990.0
Turf Knowe North southern cist,Northumberland,NU006157 ,400600.0,615700.0,55.435187,-1.9920704,"55.435187,-1.9920704",Multiple cremation,3.0,Indet.,Multiple age groups,,,,,Indet.,Adult + Juvenile,,Indet.,1750.0,1550.0,1650.0,1990.0
Turf Knowe South tri-radial cairn eastern cist (1/A),Northumberland,NU006157 ,400600.0,615700.0,55.435187,-1.9920704,"55.435187,-1.9920704",Uncremated remains,N/a,N/a,N/a,,,,,,,,N/a,,,,1990.0
Turf Knowe South tri-radial cairn pit 2,Northumberland,NU006157 ,400600.0,615700.0,55.435187,-1.9920704,"55.435187,-1.9920704",Uncremated remains,N/a,N/a,N/a,"Food Vessel,Flint flakes",,,,,,,N/a,,,,1990.0
Turf Knowe South tri-radial cairn western cist (2/B),Northumberland,NU006157 ,400600.0,615700.0,55.435187,-1.9920704,"55.435187,-1.9920704",Cremation,1.0,Indet.,Adult,Iron spearhead,Indet.,Adult,Iron spearhead,,,,Indet.,2130.0,1870.0,2000.0,1990.0
Turf Knowe South tri-radial cairn western cist (2/C),Northumberland,NU006157 ,400600.0,615700.0,55.435187,-1.9920704,"55.435187,-1.9920704",Cremation,1.0,Indet.,Adult,Food Vessel,Indet.,Adult,Food Vessel,,,,Indet.,2030.0,1770.0,1900.0,1990.0
Warden Law cist ,Tyne and Wear,NZ372505,437200.0,550500.0,54.847931,-1.4221932,"54.847931,-1.4221932",Cremation,2.0,Indet.,Multiple age groups,Food Vessel,,,Food Vessel,Indet.,Adult + Juvenile,,Indet.,2025.0,1887.0,1956.0,1970.0
Warkshaugh Farm barrow cist 1,Northumberland,NY867765,386700.0,576500.0,55.082764,-2.2098744,"55.082764,-2.2098744",Uncremated remains,N/a,Indet.,Indet.,"Food Vessel,Flint knife",,,,,,,Indet.,2150.0,1750.0,1950.0,1870.0
Warkshaugh Farm barrow cist 2,Northumberland,NY867765,386700.0,576500.0,55.082764,-2.2098744,"55.082764,-2.2098744",Uncremated remains,N/a,Indet.,Indet.,,,,,,,,Indet.,2300.0,1700.0,2000.0,1870.0
Warkshaugh Farm barrow cist 3,Northumberland,NY867765,386700.0,576500.0,55.082764,-2.2098744,"55.082764,-2.2098744",Uncremated remains,N/a,Indet.,Indet.,,,,,,,,Indet.,2300.0,1700.0,2000.0,1870.0
Warkshaugh Farm barrow cist 4,Northumberland,NY867765,386700.0,576500.0,55.082764,-2.2098744,"55.082764,-2.2098744",Uncremated remains,N/a,N/a,N/a,,,,,,,,N/a,2300.0,1700.0,2000.0,1870.0
Warkshaugh Farm barrow cremation deposit 1 (not recorded in Kinnes and Longworth),Northumberland,NY867765,386700.0,576500.0,55.082764,-2.2098744,"55.082764,-2.2098744",Unclear,N/a,N/a,N/a,Urn,,,,,,,N/a,2000.0,1500.0,1750.0,1870.0
